Table S1 Complied composational data for zircons from barren and fertile rocks from the lithature.,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITATION,LOCATION,LATITUDE (MIN.),LONGITUDE (MIN.),ROCK NAME,AGE(MA),Cu_tonnage_Mt,Comment,Feature,Ti,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,U,Th
"Loader et al., 2017",Heruga,,,Zircon_OT-36_5_1,370,42,Fertility,1,13.27018738,,6.110239506,0.028967833,0.652530432,1.6635921,0.652575791,9.962317467,3.665475607,46.67971802,18.87932968,98.80999756,24.44751167,298.6925354,52.55611038,596.3199463,8153.301758,44.3303299,18.21668625
"Loader et al., 2017",Heruga,,,Zircon_OT-36_5_2,370,42,Fertility,1,15.56984138,,7.083834648,0.039143488,0.857105494,2.427023888,0.81888628,13.26136017,4.551373482,61.24041748,24.54662514,128.7392731,32.88806534,391.9522095,71.74120331,785.2458496,8008.979492,53.81347656,22.03530502
"Loader et al., 2017",Heruga,,,Zircon_OT-36_5_3,370,42,Fertility,1,14.55533123,,8.50156498,0.196157634,3.214825392,5.479204655,1.828562617,26.7537632,8.834079742,109.2632141,42.73885727,211.5415497,50.0209198,537.7626953,90.59420013,1325.78772,7916.730469,69.31206512,44.65307999
"Loader et al., 2017",Heruga,,,Zircon_OT-36_6_1,370,42,Fertility,1,10.09456348,,9.574532509,0.075407654,1.390596628,3.856374979,1.226612329,21.02602768,7.096014023,90.95698547,35.25767899,178.5108643,41.46740723,426.2885742,71.36275482,1113.803711,7871.068848,65.50883484,39.73704147
"Loader et al., 2017",Heruga,,,Zircon_OT-36_7_1,370,42,Fertility,1,7.344716549,,9.570382118,0.052783981,1.496600986,3.549833536,1.105815053,20.02129364,6.931956768,87.70967102,34.57965469,171.357254,42.56913376,466.7141724,79.31005096,1066.832397,9120.277344,85.40943146,47.00968933
"Loader et al., 2017",Heruga,,,Zircon_OT-36_8_1,370,42,Fertility,1,7.70208931,,9.301289558,,0.376265705,1.091635466,0.321033835,7.209749222,2.788786888,38.67660904,15.83344555,85.19746399,21.67439842,246.1925812,44.20359039,503.0506287,9829.300781,71.8796463,29.42552948
"Loader et al., 2017",Heruga,,,Zircon_OT-36_9_1,370,42,Fertility,1,7.627398014,,8.259449005,,0.30222559,1.421596646,0.38774386,8.304080963,3.270874977,44.83522415,18.7890625,98.31575775,25.61515236,289.3089905,51.17676544,584.5823975,9277.662109,61.48811722,23.99824905
"Loader et al., 2017",Heruga,,,Zircon_OT-46_1_1,370,42,Fertility,1,10.97389793,,14.05415249,0.182990208,2.946317911,6.202065468,1.749444246,33.53871155,11.83078003,151.2419434,58.99531555,293.7088013,69.65882874,741.7206421,120.1504364,1780.022461,7953.100586,140.7182617,91.01972198
"Loader et al., 2017",Heruga,,,Zircon_OT-46_10_1,370,42,Fertility,1,10.09321976,,7.641768456,0.033055253,0.369511485,1.395701885,0.597987175,10.72495651,4.20740366,57.26716614,23.33310509,124.9790344,30.49319839,342.1408997,63.62520218,742.2370605,7427.593262,53.33447647,21.51802826
"Loader et al., 2017",Heruga,,,Zircon_OT-46_11_1,370,42,Fertility,1,10.10501194,,5.86250782,,0.375874937,1.098723531,0.423250169,8.751698494,3.220854044,43.03885269,17.54407501,92.67238617,22.32606888,241.9200287,44.91310501,549.7059326,8574.178711,42.43019867,21.28742981
"Loader et al., 2017",Heruga,,,Zircon_OT-46_12_1,370,42,Fertility,1,9.968947411,,7.162681103,0.026856106,0.497911096,1.777185082,0.472078174,10.63393402,3.897262096,53.08303833,22.20563698,115.4786377,28.53308678,319.1980286,60.21762848,684.2298584,8991.826172,64.27272797,26.55647659
"Loader et al., 2017",Heruga,,,Zircon_OT-46_13_1,370,42,Fertility,1,8.799818993,,10.34252357,,0.412164569,1.484731078,0.514528096,10.25644016,3.91878581,54.24913025,23.70722961,124.8842239,30.90069389,348.7033081,67.60511017,735.4597778,9979.496094,106.8075409,40.72844315
"Loader et al., 2017",Heruga,,,Zircon_OT-46_14_1,370,42,Fertility,1,11.52229404,,9.370893478,0.026277959,0.445603907,1.31801188,0.393046647,8.152159691,3.211950779,43.60741043,17.87594795,94.08481598,23.70070648,263.7183228,49.64887238,564.6168823,8643.744141,59.72431946,26.29805756
"Loader et al., 2017",Heruga,,,Zircon_OT-46_15_1,370,42,Fertility,1,8.662453651,,10.72347832,0.045253571,1.291917443,3.849091291,1.122552752,22.13668251,7.842340469,98.65532684,37.58006287,188.1911316,43.73536682,449.3667297,83.29206085,1175.455444,9544.577148,85.44558716,53.96077728
"Loader et al., 2017",Heruga,,,Zircon_OT-46_16_1,370,42,Fertility,1,14.49806499,0.081737615,100.2690277,0.524691343,8.57953167,25.20698547,6.771363258,137.0478363,46.76706696,557.1221313,208.6086426,947.8475952,219.8464203,2178.921143,341.5481567,5868.123535,8064.903809,763.7166138,920.7980957
"Loader et al., 2017",Heruga,,,Zircon_OT-46_17_1,370,42,Fertility,1,9.497852325,,7.131596565,0.055578236,0.976712048,2.121124983,0.58450371,11.28292084,4.054505825,56.04782104,23.64822197,123.5875854,29.72747231,322.1419067,62.77680588,742.1466064,9503.27832,65.97429657,39.11301041
"Loader et al., 2017",Heruga,,,Zircon_OT-46_18_1,370,42,Fertility,1,7.817713737,,15.27998257,0.024206933,0.504003882,1.574096918,0.444028556,10.71838379,4.00311327,53.94763947,22.76863861,123.3005295,30.46742249,339.5903931,58.19158173,678.9962769,9496.823242,145.9138641,53.13667679
"Loader et al., 2017",Heruga,,,Zircon_OT-46_18_2,370,42,Fertility,1,8.871848106,,16.26109886,0.187357917,2.997355223,7.033275604,1.92079556,37.04790878,13.15923786,163.2091522,65.10216522,319.3754272,73.49304962,745.1464844,133.2610626,1923.715576,9223.347656,137.9604492,94.25866699
"Loader et al., 2017",Heruga,,,Zircon_OT-46_19_1,370,42,Fertility,1,5.561151028,,12.55396938,0.104531333,1.619587183,3.371387005,1.289746284,17.97735405,6.117949486,89.14945984,38.86832428,214.7402802,59.71517944,726.5654297,136.9925995,1305.021729,9207.237305,172.0415344,99.48416138
"Loader et al., 2017",Heruga,,,Zircon_OT-46_2_1,370,42,Fertility,1,13.27502918,,8.091589928,0.077171192,1.0699085,2.465934038,0.714000523,13.13889313,4.908689499,64.70413208,25.66522598,130.3162537,31.58151054,339.1962891,63.63443756,793.6369019,8518.00293,69.91864777,37.20851898
"Loader et al., 2017",Heruga,,,Zircon_OT-46_20_1,370,42,Fertility,1,6.93832016,,6.283355236,,,0.444999456,0.118034907,3.765280724,1.675213695,23.09454727,10.24283314,57.48233414,14.35436916,162.2459717,32.91592407,327.0630188,10753.91699,50.07258987,17.01999664
"Loader et al., 2017",Heruga,,,Zircon_OT-46_20_2,370,42,Fertility,1,15.36554718,,6.113293171,0.028666863,0.407732725,1.460255742,0.476222456,9.935308456,3.658740759,48.49651718,20.82916641,107.7512817,27.0827179,291.2213745,53.5434227,656.1102905,9267.144531,50.80516815,20.66694832
"Loader et al., 2017",Heruga,,,Zircon_OT-46_21_1,370,42,Fertility,1,13.51569748,,9.791801453,0.148283958,3.163638592,5.485208035,1.591398478,26.56101418,9.245466232,115.7409973,47.55029297,238.9711609,55.77552795,572.3484497,106.0988541,1421.450928,8523.824219,94.42031097,60.98348236
"Loader et al., 2017",Heruga,,,Zircon_OT-46_22_1,370,42,Fertility,1,13.67234421,,6.538024902,0.023362199,0.578635573,1.061794996,0.347167671,6.582480907,2.566197872,33.75356674,14.14659786,74.51607513,18.43297195,204.4733734,38.35968018,442.4624634,9010.442383,45.43315887,19.63620949
"Loader et al., 2017",Heruga,,,Zircon_OT-46_23_1,370,42,Fertility,1,6.804115772,,10.26745224,0.036888935,1.969873905,3.754968643,1.083656549,23.89781189,7.985899448,103.2032928,41.13837433,200.7277527,44.90276718,443.3026733,88.96800995,1250.204956,10167.57422,79.25562286,54.21373749
"Loader et al., 2017",Heruga,,,Zircon_OT-46_24_1,370,42,Fertility,1,15.26459599,,7.740195274,0.056818511,0.925572455,2.175146103,0.622993171,10.68193913,4.04474926,50.52099991,21.17803383,110.4079895,28.27778625,326.4977112,56.71268463,664.3646851,8692.50293,60.08000565,26.3219986
"Loader et al., 2017",Heruga,,,Zircon_OT-46_24_2,370,42,Fertility,1,14.73988056,,7.494016171,0.045712769,0.68858546,2.489456415,0.682680607,12.25383472,3.946895838,53.63154984,21.00874138,108.7539444,27.50548363,326.2416992,58.7250824,662.2190552,8404.420898,63.4810791,27.33631897
"Loader et al., 2017",Heruga,,,Zircon_OT-46_25_1,370,42,Fertility,1,15.34695721,,7.809177399,0.038998265,1.454735518,3.74368,1.06526041,23.01163864,7.456843853,89.00256348,34.73382187,172.2122955,38.2758255,381.0115967,72.57414246,1076.0448,8832.900391,58.14313126,41.96640015
"Loader et al., 2017",Heruga,,,Zircon_OT-46_26_1,370,42,Fertility,1,7.888078213,,10.88979053,0.079698041,2.003168106,4.799014091,1.375326872,25.75981522,8.638859749,104.117157,39.78985214,197.1635437,47.87071228,507.4959412,85.11262512,1185.41333,8914.201172,96.27337646,54.57188797
"Loader et al., 2017",Heruga,,,Zircon_OT-46_3_1,370,42,Fertility,1,14.3739748,,11.29785347,0.204253241,3.423624039,6.483944416,1.898909926,29.83979988,9.456922531,118.0135498,46.32675934,216.2891388,53.48492813,584.789856,93.80323792,1313.77124,8600.806641,104.3071823,60.7058754
"Loader et al., 2017",Heruga,,,Zircon_OT-46_4_1,370,42,Fertility,1,6.614041328,,10.20312881,,0.320743859,1.356690049,0.335379779,8.733641624,3.460981131,48.4151268,20.82849121,103.5781174,28.00457001,323.0974426,51.2767067,621.0887451,9298.819336,78.77639771,30.33320236
"Loader et al., 2017",Heruga,,,Zircon_OT-46_5_1,370,42,Fertility,1,8.30659008,,7.788647652,,0.358176291,1.30287683,0.308059156,7.722447872,2.91353941,40.10629272,16.24382401,84.51151276,21.24230957,229.9420319,43.14541626,501.7577515,9245.586914,61.9232254,26.34333992
"Loader et al., 2017",Heruga,,,Zircon_OT-46_6_1,370,42,Fertility,1,12.56676579,,8.345985413,0.021165024,0.768194318,1.914795995,0.597198129,10.70836926,4.043092251,53.10914993,21.95742416,114.5521851,28.31003952,322.2111206,62.87957382,675.6100464,8484.272461,65.43649292,27.88325691
"Loader et al., 2017",Heruga,,,Zircon_OT-46_7_1,370,42,Fertility,1,7.668885231,,8.254245758,,0.281222999,1.187148094,0.407995373,7.787948132,2.798367739,39.08806992,16.85640144,87.19299316,21.57283211,235.428299,44.55640411,517.1467896,9274.354492,64.37069702,25.8314743
"Loader et al., 2017",Heruga,,,Zircon_OT-46_8_1,370,42,Fertility,1,7.96526289,,6.26857233,0.032521646,0.694013834,1.821753383,0.630890787,11.48693371,4.21607542,54.64082718,21.58518028,108.8388519,25.62540054,266.4136353,50.93401718,664.7341919,8555.501953,43.91757584,25.17835999
"Loader et al., 2017",Heruga,,,Zircon_OT-46_9_1,370,42,Fertility,1,10.56473923,,6.440656662,,0.353358984,0.81117475,0.301920861,5.973096848,2.364185572,31.03321075,13.31345177,67.73442078,17.07578468,182.8656616,35.04539871,412.3111572,8675.786133,44.16762924,18.32871437
"Loader et al., 2017",Heruga,,,Zircon_OT-50_1_1,370,42,Fertility,1,5.093827248,,6.76749754,,,0.55824852,0.26940009,3.56847477,1.299429417,18.73692322,8.998648643,51.69750977,15.23616982,205.3751526,40.02962494,311.7781372,9023.988281,63.60927963,17.98820686
"Loader et al., 2017",Heruga,,,Zircon_OT-50_1_2,370,42,Fertility,1,4.492053986,,4.855448246,,,0.328864962,0.162692413,2.090737104,0.759755492,11.91328526,5.773119926,34.28897476,10.25745773,147.8878021,30.37229156,203.2279663,8741.375977,54.58525467,14.18110561
"Loader et al., 2017",Heruga,,,Zircon_OT-50_10_1,370,42,Fertility,1,11.19184971,0.020647885,42.89048004,0.088786125,1.980928421,4.140305996,1.476450443,22.91081238,8.27913475,112.4658737,47.09732056,231.3568573,56.47198105,633.3227539,89.0651474,1424.878052,6630.481934,167.7001801,217.1591339
"Loader et al., 2017",Heruga,,,Zircon_OT-50_11_1,370,42,Fertility,1,6.188622952,0.071566679,13.33743572,0.051614039,0.75988394,2.230512857,0.888013721,12.60155678,4.348471165,59.87870789,24.38184547,124.4535522,33.72434235,406.467865,59.62026215,742.9602661,6804.771484,73.64635468,40.33274078
"Loader et al., 2017",Heruga,,,Zircon_OT-50_12_1,370,42,Fertility,1,4.502144814,,6.272612095,,,0.218065873,0.193113506,1.242922425,0.632555246,9.527607918,4.973716736,32.90444565,11.20395947,152.428299,27.95152473,188.6636353,7463.850586,61.34481812,14.94667435
"Loader et al., 2017",Heruga,,,Zircon_OT-50_12_2,370,42,Fertility,1,5.322899818,,7.735816479,0.023474192,0.500839531,0.638735592,0.3098858,5.08551693,1.99345088,27.26302338,11.81958294,66.13150024,17.50159073,212.6660309,32.41945648,379.6002197,7967.032227,50.61494064,14.19309902
"Loader et al., 2017",Heruga,,,Zircon_OT-50_13_1,370,42,Fertility,1,11.87949181,,12.39968204,,0.47906065,1.312964082,0.3892425,7.597328663,2.927469015,40.51304245,16.66261101,85.05319977,22.11759186,270.8961487,40.21376038,517.6392822,7075.756348,57.88364029,24.90261841
"Loader et al., 2017",Heruga,,,Zircon_OT-50_13_2,370,42,Fertility,1,6.895215511,0.023974203,20.23608589,0.130424351,2.081121206,5.280394077,1.600149155,24.97506714,8.381324768,109.9591904,38.57312012,184.1952515,45.03826904,531.2151489,71.66929626,1143.952515,6247.131348,79.99242401,53.93557358
"Loader et al., 2017",Heruga,,,Zircon_OT-50_14_1,370,42,Fertility,1,5.419511318,0.06335298,22.50317955,0.06905929,0.613279998,2.222384691,0.852489412,14.35951614,5.237859726,75.47737122,26.87106323,137.1278687,36.80712128,453.5411377,63.55653,880.5379028,7354.112793,90.00333405,46.4382019
"Loader et al., 2017",Heruga,,,Zircon_OT-50_15_1,370,42,Fertility,1,4.367567062,,7.533537865,,0.413458645,0.520726621,0.513860226,4.626812935,1.819522738,27.23363876,13.78653431,87.39540863,26.65674019,393.4857178,78.71298981,505.9371948,7758.805664,121.7622833,44.75537872
"Loader et al., 2017",Heruga,,,Zircon_OT-50_16_1,370,42,Fertility,1,5.367138386,,9.884344101,0.041592628,0.508770525,1.361795187,0.616081178,8.732772827,3.478861332,49.60147095,21.3505764,121.6226654,32.17777634,378.9672546,67.80121613,723.5039063,8398.246094,82.212677,38.91367722
"Loader et al., 2017",Heruga,,,Zircon_OT-50_16_2,370,42,Fertility,1,5.17812252,,4.010481834,,,0.50924319,0.311610371,2.801603556,0.977019846,14.12869453,6.645683765,41.5241127,13.11822224,188.2861176,39.67264557,247.1309204,7665.59375,34.96603775,16.64267159
"Loader et al., 2017",Heruga,,,Zircon_OT-50_17_1,370,42,Fertility,1,5.050519466,0.087821595,18.65953064,0.080214418,0.837134182,2.500885487,0.931072831,12.95593166,5.002178669,63.33813477,27.21247864,143.2378235,39.54282379,474.2079468,74.95815277,887.772644,7355.897461,102.891655,52.317276
"Loader et al., 2017",Heruga,,,Zircon_OT-50_18_1,370,42,Fertility,1,4.610355377,,8.94778347,0.021087294,0.268500507,1.05728209,0.413199723,6.279669285,2.44492507,33.83493805,14.28412056,76.54095459,20.60403633,236.7774811,42.08052063,447.787262,8159.865723,72.2130127,20.24177742
"Loader et al., 2017",Heruga,,,Zircon_OT-50_18_2,370,42,Fertility,1,5.703502178,,6.32673502,,0.309638053,1.15155077,0.53235054,7.78365612,3.049019575,42.09018707,18.29991341,97.60018921,26.25448608,307.7428284,53.85482788,600.0351563,7321.91748,53.66589355,15.07462025
"Loader et al., 2017",Heruga,,,Zircon_OT-50_19_1,370,42,Fertility,1,7.506700516,,12.6240406,0.047809642,0.852269709,2.247055531,0.850296438,14.01808929,5.366769314,73.37551117,31.48099709,163.8254242,41.66402435,472.3964844,79.44528198,982.7270508,7250.916016,81.76853943,34.60983658
"Loader et al., 2017",Heruga,,,Zircon_OT-50_2_1,370,42,Fertility,1,9.658039093,,6.283457756,0.053674914,1.090465069,1.278575063,0.860815585,7.322933197,2.387950897,35.46884537,15.29426956,87.10707855,25.00139427,342.8734436,68.73281097,545.1292725,7051.033203,73.41942596,33.06370544
"Loader et al., 2017",Heruga,,,Zircon_OT-50_2_2,370,42,Fertility,1,3.441337347,,5.395270348,0.045073729,0.720748305,1.230130911,0.781383991,6.711554527,2.244767666,31.75568771,13.96812153,85.29696655,24.37861824,331.3073425,64.78913879,511.2491455,6999.074219,65.04424286,29.49576378
"Loader et al., 2017",Heruga,,,Zircon_OT-50_3_1,370,42,Fertility,1,8.914402962,,10.93166733,0.13466543,1.95603478,3.260074377,1.218262672,17.06847763,5.43350172,73.78089142,30.36141396,166.0526276,42.34274673,498.9326782,86.94297791,1060.894409,7738.183594,69.85228729,48.25640869
"Loader et al., 2017",Heruga,,,Zircon_OT-50_3_2,370,42,Fertility,1,9.537519455,,10.11423683,0.024675827,0.821053863,2.210809231,0.902368426,15.31803513,5.218312263,69.3390274,26.29092979,131.0369873,30.2290802,330.5390625,52.55759048,794.1117554,7874.734863,40.74676514,24.26415253
"Loader et al., 2017",Heruga,,,Zircon_OT-50_4_1,370,42,Fertility,1,4.905603409,,3.73699975,,,0.343604684,0.275662363,2.61304903,0.925877452,13.84699059,6.711066723,42.36053085,13.34161949,192.8641052,44.37470245,249.9638062,7458.450684,46.02057266,13.7450943
"Loader et al., 2017",Heruga,,,Zircon_OT-50_4_2,370,42,Fertility,1,6.81197834,,6.068964005,,0.526015043,0.744836271,0.618895233,4.68224287,1.755652428,28.69715881,13.72017288,87.18379211,25.63062477,325.1068726,78.20454407,510.540741,7349.813965,66.19806671,28.73503113
"Loader et al., 2017",Heruga,,,Zircon_OT-50_4_3,370,42,Fertility,1,5.964330673,,4.242604256,,,0.417616755,0.282880396,2.448915958,0.934847236,13.15693092,6.283737659,40.14320755,12.70099354,192.1478729,39.26832199,228.6923523,6806.905762,55.29988861,14.57294178
"Loader et al., 2017",Heruga,,,Zircon_OT-50_5_1,370,42,Fertility,1,7.472961426,,12.19952774,0.076809816,1.702180743,3.523733616,1.434813261,20.34457207,7.16333437,95.79320526,38.95117188,198.5573273,50.74985504,599.8140869,89.99742889,1218.466675,7301.561523,92.34589386,40.00419617
"Loader et al., 2017",Heruga,,,Zircon_OT-50_5_2,370,42,Fertility,1,4.211472988,,12.28546619,,0.200984806,1.228503466,0.4676117,7.859169006,3.175929546,47.80656815,20.46571159,110.1458588,29.47421074,346.2845154,59.53066635,647.2038574,9228.802734,65.38437653,20.04405022
"Loader et al., 2017",Heruga,,,Zircon_OT-50_6_1,370,42,Fertility,1,2.624941587,,4.309316635,,,0.225865632,0.187187552,2.148503304,0.778071761,13.16741657,6.929902554,47.84589005,16.07117271,249.4086151,58.74752045,280.9141846,7765.353027,52.23592377,13.89503098
"Loader et al., 2017",Heruga,,,Zircon_OT-50_6_2,370,42,Fertility,1,3.437314034,,6.212820053,,,0.186468586,0.249657795,2.088413,0.813170612,12.99939823,6.162870884,40.9318924,12.8893671,186.7311401,40.53552628,248.1423645,7591.111328,77.03238678,31.35546875
"Loader et al., 2017",Heruga,,,Zircon_OT-50_7_1,370,42,Fertility,1,3.886030912,,3.514021397,,,0.323966682,0.310300678,2.332941532,0.826809287,13.00442982,6.520602226,41.07388306,13.06438828,199.0584869,39.81912231,235.2229156,6722.035156,38.51603317,9.974985123
"Loader et al., 2017",Heruga,,,Zircon_OT-50_8_1,370,42,Fertility,1,7.37967968,,16.54977226,,0.355516672,1.491716385,0.572230577,10.44013023,3.896523952,57.43981552,24.62677574,128.0844879,36.32058334,433.1437683,72.55232239,795.6530151,7891.19873,105.024292,37.79715729
"Loader et al., 2017",Heruga,,,Zircon_OT-50_9_1,370,42,Fertility,1,5.966541767,,7.358843803,,,0.746230304,0.287230194,5.445766449,2.152243376,30.1873436,13.24842548,71.26412964,18.23776245,223.0817261,36.87976074,408.1952209,8000.224609,44.93011093,13.28404999
"Loader et al., 2017",Heruga,,,Zircon_OT-50_9_2,370,42,Fertility,1,3.789381981,,11.03785038,,0.248920441,0.564568102,0.275416255,3.42121315,1.448288798,22.33938599,11.05060196,67.69910431,19.99799728,255.8931885,49.04147339,384.1780396,8957.140625,104.9000473,38.74900055
"Loader et al., 2017",Heruga,,,Zircon_OT-50_9_3,370,42,Fertility,1,4.984177113,,8.026039124,,0.221772894,0.775676072,0.238638923,5.154036522,2.132631779,28.08131981,12.78493595,65.3865509,17.26308823,212.8583832,34.23826599,383.3604126,7807.16748,54.48517609,15.17693043
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_1_1,370,42,Fertility,1,8.679359436,,50.449646,0.100210831,1.385462165,3.653610468,1.297065258,22.42761993,8.456160545,119.6882629,50.92333984,264.8201294,66.5117569,798.7713623,121.8263092,1533.476563,6610.646484,214.6542664,156.4554291
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_1_2,370,42,Fertility,1,4.717474937,0.055857431,10.23904324,0.055094462,0.470926225,1.269971728,0.463345379,7.310771942,2.688096285,35.83476257,15.28049469,82.04789734,21.23330498,260.8164368,48.41494751,479.7065125,8306.523438,51.49077988,28.68158531
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_10_1,370,42,Fertility,1,7.26717329,0.123208821,5.165226936,,0.303754985,,0.232270867,1.804474711,0.660872936,10.31205463,5.637686729,37.75920868,12.98214722,226.7208862,50.76991653,218.269165,6255.153809,73.75789642,30.03600311
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_11_1,370,42,Fertility,1,9.533965111,,7.707445145,0.024413008,0.568130493,1.344300866,0.434608489,8.030365944,3.258339882,45.14156723,18.7933197,98.81723022,24.71222496,294.7167053,47.95740891,592.1803589,8963.19043,48.70556259,19.356884
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_11_2,370,42,Fertility,1,5.086571693,,15.83575439,0.021398408,0.393004984,1.263623238,0.332921773,8.121432304,3.197105885,44.73807907,20.14385414,111.7532043,29.78630638,364.4328003,64.84474182,639.0505981,11528.52344,191.878479,71.82411957
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_12_1,370,42,Fertility,1,5.568441868,,14.59474182,,0.296393394,1.003493071,0.359682024,6.981962204,2.62584734,36.68374252,16.27969933,82.93819427,20.84017754,238.8264618,40.24549103,485.4324646,9102.673828,58.97599792,24.93606758
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_13_1,370,42,Fertility,1,4.377917767,,9.099241257,0.022174604,0.272713065,0.224385321,0.250438631,1.876921177,0.792727888,12.24112225,6.642611504,45.16558838,14.89270115,221.5562744,51.53678131,265.5929871,9111.265625,105.4595871,45.16321564
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_13_2,370,42,Fertility,1,6.390188217,,21.3409977,0.040594716,0.452404261,1.495157719,0.605563045,8.862774849,3.303941488,45.5485878,20.09902954,112.474472,28.78730011,356.4028625,62.08158493,655.9447021,7472.95459,104.8946838,72.2230072
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_14_1,370,42,Fertility,1,4.842387676,,7.022126675,0.059696008,0.892823577,1.435367346,0.821810842,6.147809982,2.282209158,29.84915733,13.58795547,81.16847229,25.17649841,350.246582,73.59489441,504.0244446,7086.592285,67.0490036,37.16094208
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_15_1,370,42,Fertility,1,11.01180458,,14.72254848,0.146227226,3.146681309,5.556877136,1.696816921,25.59143066,8.692224503,114.460022,43.667099,224.1647034,55.93225479,584.2077637,87.94366455,1319.367554,7676.435547,100.3515244,55.02058029
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_15_2,370,42,Fertility,1,5.385864258,0.02792898,4.938920021,0.027330374,,0.301417977,0.205388144,1.752607107,0.595930815,10.06106567,5.670879841,40.24921799,14.4591608,224.3315735,63.2925148,230.5960083,8781.259766,53.96167755,23.97500992
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_16_1,370,42,Fertility,1,8.113722801,0.025872039,7.927499294,0.031078482,0.712260723,1.63576591,0.57115674,10.92534447,4.138108253,53.20576096,22.72595215,118.2002945,30.03478813,357.4943848,59.68782043,694.3552856,9172.790039,73.2333374,25.77462578
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_16_2,370,42,Fertility,1,7.826519966,,17.08294296,,0.448734909,1.307994366,0.447427899,8.662643433,3.395006895,46.94455338,19.79788017,105.4386597,26.79726028,306.28302,51.7657547,615.8616943,9514.360352,87.64595032,41.06702423
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_17_1,370,42,Fertility,1,11.20430279,,10.14394283,0.069407284,1.28311789,2.816104174,0.762366533,13.97696209,4.964664936,64.06719971,26.19986534,130.8528595,32.90719223,367.2267761,62.04065704,805.6626587,9343.029297,70.08282471,39.02125168
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_18_1,370,42,Fertility,1,5.434002399,,12.19764328,0.021011122,0.324466228,1.533438325,0.44084242,8.814753532,3.579892397,49.28259659,21.09080315,116.4154587,29.5919075,347.7749023,59.58275223,671.4481201,10178.86816,105.0966644,34.7362442
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_18_2,370,42,Fertility,1,5.590128899,,13.9279604,,0.533826172,1.247063398,0.376767129,7.35038805,2.48952198,37.35386276,16.12673759,83.5655365,23.70547485,315.1945496,44.75214386,491.4395752,8243.189453,73.05460358,25.89207458
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_19_1,370,42,Fertility,1,6.668003559,,21.97172928,0.050401099,0.378831178,0.775528371,0.677189469,5.292921066,2.315745115,37.5924263,20.59476089,128.1772919,41.02045059,627.4863281,128.2041626,760.2617798,7086.714844,190.5292969,102.5114975
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_2_1,370,42,Fertility,1,3.291907072,,5.600589275,,,,0.13102217,1.698530316,0.588619709,10.16685009,4.877583027,33.71238708,10.89344501,173.1413727,39.1987381,199.0722809,8708.748047,74.7334671,24.52981377
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_20_1,370,42,Fertility,1,4.924999237,,4.472785473,,,0.186643422,0.197900087,1.243900776,0.476024032,6.994104385,3.736433983,27.07263756,9.673926353,161.5684357,43.98711777,157.7315674,8850.829102,61.85591888,19.09565735
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_21_1,370,42,Fertility,1,11.9472456,,18.23675156,0.023196185,0.774686038,2.055551291,0.680565059,11.50490189,4.371433735,58.8373642,24.27549362,124.3365555,32.06827545,367.135376,58.63552856,757.2247314,8586.000977,99.54788971,58.20862579
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_3_1,370,42,Fertility,1,4.303774357,,15.78015327,0.02291676,0.436828613,1.172599435,0.375067234,6.160208702,2.52892065,34.97985458,15.13562679,84.26199341,22.74983406,301.7145691,49.65098572,478.1047058,7630.420898,110.3274612,49.61067963
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_3_2,370,42,Fertility,1,7.699882984,,11.57933903,,0.390459716,1.263997316,0.497864306,8.666329384,3.490864515,48.56933594,20.42606544,110.1266556,28.43318748,336.0909424,57.2937088,644.3082275,8194.450195,60.71573639,30.08113098
"Loader et al., 2017",Hugo Dummett,,,Zircon_OT-64_4_1,370,42,Fertility,1,5.004795074,,17.81304932,,0.484166741,1.533060193,0.509442806,9.041175842,3.442967892,46.97155762,20.12578583,107.3421783,26.81522179,308.4568176,50.97909164,602.3170776,8872.219727,81.25518036,33.62232971
